"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=SHHWSR0354,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0354.global.schindler.com","True","SHHWSR0354","computer","caa68691-a578-4f26-b1e7-edc518d1428d","SHHWSR0354$","S-1-5-21-3663903349-3750885259-1011159491-153034",
"CN=SCHWSR0076,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCHWSR0076.global.schindler.com","True","SCHWSR0076","computer","ce8f7be7-b054-4838-8c13-2c05d0b20a7b","SCHWSR0076$","S-1-5-21-3663903349-3750885259-1011159491-398754",
"CN=SHHWSR1630,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1630.global.schindler.com","True","SHHWSR1630","computer","e495534b-f11e-453b-872a-3fd1bb0d8ac3","SHHWSR1630$","S-1-5-21-3663903349-3750885259-1011159491-399128",
"CN=SCHWSR0079,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCHWSR0079.global.schindler.com","True","SCHWSR0079","computer","ba464183-34f7-475e-81a7-3e8173e169b6","SCHWSR0079$","S-1-5-21-3663903349-3750885259-1011159491-399243",
"CN=WAWWSR1010,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WAWWSR1010.global.schindler.com","True","WAWWSR1010","computer","fc58ba9b-b905-40cc-b5b8-14681f673a0b","WAWWSR1010$","S-1-5-21-3663903349-3750885259-1011159491-405006",
"CN=SHHWSR1903,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1903.global.schindler.com","True","SHHWSR1903","computer","94693772-3095-43cb-8921-0fb3d137315d","SHHWSR1903$","S-1-5-21-3663903349-3750885259-1011159491-414034",
"CN=MILWSR2006,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR2006.global.schindler.com","True","MILWSR2006","computer","1335efde-2d72-46b0-9cf6-bf9d080df6f7","MILWSR2006$","S-1-5-21-3663903349-3750885259-1011159491-417098",
"CN=SHHWSR0983,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0983.global.schindler.com","True","SHHWSR0983","computer","95e5d41c-613d-4dfd-87a2-f39e1eddde33","SHHWSR0983$","S-1-5-21-3663903349-3750885259-1011159491-296649",
"CN=DEUWSR0033,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0033.global.schindler.com","True","DEUWSR0033","computer","5a2d7f21-2e14-4ae8-a7bd-d8d31ea80a6f","DEUWSR0033$","S-1-5-21-3663903349-3750885259-1011159491-251514",
"CN=SHHWSR1714,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1714.global.schindler.com","True","SHHWSR1714","computer","dd607085-0f98-4b37-b0ff-d8f731a633e7","SHHWSR1714$","S-1-5-21-3663903349-3750885259-1011159491-399106",
"CN=SHHWSR1835,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1835.global.schindler.com","True","SHHWSR1835","computer","4a73ded2-aa4c-47a8-b5e6-887eec74bfae","SHHWSR1835$","S-1-5-21-3663903349-3750885259-1011159491-404650",
"CN=SHHWSR1904,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1904.global.schindler.com","True","SHHWSR1904","computer","de885c77-3ef5-4ae6-b6d2-b6b6f56f1340","SHHWSR1904$","S-1-5-21-3663903349-3750885259-1011159491-414038",
"CN=SHHWSRCX0144,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSRCX0144.global.schindler.com","True","SHHWSRCX0144","computer","cccb96b3-6d88-4b8d-a61b-2aa4ca2c78c4","SHHWSRCX0144$","S-1-5-21-3663903349-3750885259-1011159491-312230",
"CN=SHHWSR0982,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0982.global.schindler.com","True","SHHWSR0982","computer","3d72854f-5d00-4979-aa2f-1f74c4d48dd4","SHHWSR0982$","S-1-5-21-3663903349-3750885259-1011159491-286776",
"CN=DEUWSR0034,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0034.global.schindler.com","True","DEUWSR0034","computer","73534af1-c89f-4a1b-b044-b859e0436bd1","DEUWSR0034$","S-1-5-21-3663903349-3750885259-1011159491-251512",
"CN=SHHWSR1674,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1674.global.schindler.com","True","SHHWSR1674","computer","d6c44bd7-d250-43ae-8291-bb8aec1c622a","SHHWSR1674$","S-1-5-21-3663903349-3750885259-1011159491-397672",
"CN=SHHWSR1717,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1717.global.schindler.com","True","SHHWSR1717","computer","d45a8fb0-3674-45f1-a86a-a66c88cecc85","SHHWSR1717$","S-1-5-21-3663903349-3750885259-1011159491-399104",
"CN=SHHWSR1895,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1895.global.schindler.com","True","SHHWSR1895","computer","97f0d6e5-0570-436a-9f21-a788a00f42be","SHHWSR1895$","S-1-5-21-3663903349-3750885259-1011159491-413985",
"CN=DEUWSR1234,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR1234.global.schindler.com","True","DEUWSR1234","computer","4cbf7467-3e75-4ba9-a8ec-f03a0a936855","DEUWSR1234$","S-1-5-21-3663903349-3750885259-1011159491-420060",
"CN=PARWSR0138,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR0138.global.schindler.com","True","PARWSR0138","computer","b1052198-4148-4ee7-88af-b53a9a09411e","PARWSR0138$","S-1-5-21-3663903349-3750885259-1011159491-214615",
"CN=MANWSR0025,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MANWSR0025.global.schindler.com","True","MANWSR0025","computer","c47349d4-cbf7-4382-ae71-1c85386e0b4f","MANWSR0025$","S-1-5-21-3663903349-3750885259-1011159491-399110",
"CN=MILWSR0333,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0333.global.schindler.com","True","MILWSR0333","computer","f38fe6cc-f710-4ceb-9148-cb41a09c9530","MILWSR0333$","S-1-5-21-3663903349-3750885259-1011159491-96019",
"CN=SHHWSR1990,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1990.global.schindler.com","True","SHHWSR1990","computer","19060253-ca56-41bc-9397-6bb3dd0dc51a","SHHWSR1990$","S-1-5-21-3663903349-3750885259-1011159491-422061",
"CN=SHHWSR1997,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1997.global.schindler.com","True","SHHWSR1997","computer","957c1627-ee44-4831-8af2-884f277e0aa1","SHHWSR1997$","S-1-5-21-3663903349-3750885259-1011159491-422752",
"CN=LOCWSR0041,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LOCWSR0041.global.schindler.com","True","LOCWSR0041","computer","528d22c4-453e-40f4-aca0-53c63c0d513d","LOCWSR0041$","S-1-5-21-3663903349-3750885259-1011159491-432413",
"CN=shhdna0101,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhdna0101.global.schindler.com","True","shhdna0101","computer","2d3444af-027a-45f1-8374-d2123594d356","SHHDNA0101$","S-1-5-21-3663903349-3750885259-1011159491-164146",
"CN=SHHWSR1659,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1659.global.schindler.com","True","SHHWSR1659","computer","a328cb59-45b0-40b7-8a45-d425c4346a25","SHHWSR1659$","S-1-5-21-3663903349-3750885259-1011159491-397079",
"CN=SHHWSR1680,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1680.global.schindler.com","True","SHHWSR1680","computer","2e3c5908-b87c-499c-a9a7-7590158bff3d","SHHWSR1680$","S-1-5-21-3663903349-3750885259-1011159491-398395",
"CN=SHHWSR1767,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1767.global.schindler.com","True","SHHWSR1767","computer","f0a3a317-f629-4a4b-95ee-7da2a3b2bfcb","SHHWSR1767$","S-1-5-21-3663903349-3750885259-1011159491-400287",
"CN=LOCWSR0025,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LOCWSR0025.global.schindler.com","True","LOCWSR0025","computer","843f1cfc-6fe4-44b3-9e16-20b962fa0376","LOCWSR0025$","S-1-5-21-3663903349-3750885259-1011159491-285202",
"CN=DEUWSR0031,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0031.global.schindler.com","True","DEUWSR0031","computer","76b494eb-23ca-499e-b15f-c901dfc8b2ba","DEUWSR0031$","S-1-5-21-3663903349-3750885259-1011159491-253912",
"CN=SHHWSR0991,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0991.global.schindler.com","True","SHHWSR0991","computer","aa9c2c93-19d9-415a-be32-b8eefb5fd7dc","SHHWSR0991$","S-1-5-21-3663903349-3750885259-1011159491-296668",
"CN=SHHWSR1996,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1996.global.schindler.com","True","SHHWSR1996","computer","5c9de7ff-efb0-4c0e-b911-3c366e6e62f7","SHHWSR1996$","S-1-5-21-3663903349-3750885259-1011159491-422750",
"CN=REBWSR0007,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","REBWSR0007.global.schindler.com","True","REBWSR0007","computer","74b836c5-707e-4cd2-b8b7-8144f96717ae","REBWSR0007$","S-1-5-21-3663903349-3750885259-1011159491-251627",
"CN=shhnsa0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhnsa0002.global.schindler.com","True","shhnsa0002","computer","d6061ebd-a219-4069-b06f-35a71f2dced2","SHHNSA0002$","S-1-5-21-3663903349-3750885259-1011159491-175123",
"CN=ASZWSR0016,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ASZWSR0016.global.schindler.com","True","ASZWSR0016","computer","9580acd4-a979-46df-a824-3f49b7aee8ed","ASZWSR0016$","S-1-5-21-3663903349-3750885259-1011159491-181723",
"CN=SHHWSR1657,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1657.global.schindler.com","True","SHHWSR1657","computer","f4450495-7527-440c-8068-075551bb22c6","SHHWSR1657$","S-1-5-21-3663903349-3750885259-1011159491-397062",
"CN=SHHWSR1679,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1679.global.schindler.com","True","SHHWSR1679","computer","3951ca3d-8f76-4f94-9435-f4b853fa554b","SHHWSR1679$","S-1-5-21-3663903349-3750885259-1011159491-398394",
"CN=SHHWSR1768,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1768.global.schindler.com","True","SHHWSR1768","computer","8078795c-2c41-465e-9b11-f407eda278b4","SHHWSR1768$","S-1-5-21-3663903349-3750885259-1011159491-400285",
"CN=SHHWSR1841,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1841.global.schindler.com","True","SHHWSR1841","computer","75e5b922-b0a1-438e-9784-4c4b13182805","SHHWSR1841$","S-1-5-21-3663903349-3750885259-1011159491-410703",
"CN=SHHWSR2127,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2127.global.schindler.com","True","SHHWSR2127","computer","646697d7-081c-47cf-9376-3a2dec1c1cfd","SHHWSR2127$","S-1-5-21-3663903349-3750885259-1011159491-436899",
"CN=CRDWSR0048,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0048.global.schindler.com","True","CRDWSR0048","computer","9067b79c-75b3-4304-aa59-89ab7c1d6864","CRDWSR0048$","S-1-5-21-3663903349-3750885259-1011159491-135883",
"CN=MILWSR0400,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0400.global.schindler.com","True","MILWSR0400","computer","5a0fa0ca-dfa3-4da7-9d75-fc341b6a82db","MILWSR0400$","S-1-5-21-3663903349-3750885259-1011159491-418124",
"CN=NBOWSR0007,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","NBOWSR0007.global.schindler.com","True","NBOWSR0007","computer","9c97c283-de74-46d7-a2c8-ac3974a59387","NBOWSR0007$","S-1-5-21-3663903349-3750885259-1011159491-421481",
"CN=SHHWSR2139,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2139.global.schindler.com","True","SHHWSR2139","computer","64b0b620-a54a-4363-ae7c-ad9913193e80","SHHWSR2139$","S-1-5-21-3663903349-3750885259-1011159491-440321",
"CN=SHHWSR1163,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1163.global.schindler.com","True","SHHWSR1163","computer","4fc9ca2e-ca07-4d6d-ab33-271115d3b0c8","SHHWSR1163$","S-1-5-21-3663903349-3750885259-1011159491-285993",
"CN=SHHWSR1678,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1678.global.schindler.com","True","SHHWSR1678","computer","1f12c0d3-af7f-4896-879e-bf9d2c2d2528","SHHWSR1678$","S-1-5-21-3663903349-3750885259-1011159491-398390",
"CN=SHHWSRCX0071,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0071.global.schindler.com","True","SHHWSRCX0071","computer","97b3de37-5586-4be8-9e74-c879b0561e55","SHHWSRCX0071$","S-1-5-21-3663903349-3750885259-1011159491-336391",
"CN=SHHWSRCX0041,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0041.global.schindler.com","True","SHHWSRCX0041","computer","0b9d5830-7424-43a3-a039-316b9105397a","SHHWSRCX0041$","S-1-5-21-3663903349-3750885259-1011159491-340870",
"CN=DEUWSR0053,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0053.global.schindler.com","True","DEUWSR0053","computer","488bc6f8-40f7-46dd-9338-fa8ada0a941e","DEUWSR0053$","S-1-5-21-3663903349-3750885259-1011159491-354515",
"CN=SHHWSR1964,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1964.global.schindler.com","True","SHHWSR1964","computer","78575701-3191-4f82-9099-f952ae8ad16b","SHHWSR1964$","S-1-5-21-3663903349-3750885259-1011159491-419594",
"CN=MILWSR0102,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0102.global.schindler.com","True","MILWSR0102","computer","fa01cfb5-f12f-4041-91f9-0791761f9366","MILWSR0102$","S-1-5-21-3663903349-3750885259-1011159491-95850",
"CN=SHHWSR1166,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1166.global.schindler.com","True","SHHWSR1166","computer","8189cfa4-fa45-4aff-980b-f09d2fd3bcd7","SHHWSR1166$","S-1-5-21-3663903349-3750885259-1011159491-286921",
"CN=SHHWSRCX0070,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0070.global.schindler.com","True","SHHWSRCX0070","computer","703f0fc9-7d03-430c-b49d-e6a24b63994c","SHHWSRCX0070$","S-1-5-21-3663903349-3750885259-1011159491-336389",
"CN=SHHWSR1272,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1272.global.schindler.com","True","SHHWSR1272","computer","9fa6b52e-c968-4bc7-ac15-7f5182bd04a4","SHHWSR1272$","S-1-5-21-3663903349-3750885259-1011159491-337995",
"CN=SHHWSRCX0040,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0040.global.schindler.com","True","SHHWSRCX0040","computer","3a9b0473-b61d-4145-a305-7d7a83519f27","SHHWSRCX0040$","S-1-5-21-3663903349-3750885259-1011159491-340869",
"CN=SHHWSR2128,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2128.global.schindler.com","True","SHHWSR2128","computer","043dc88f-ec77-48b8-980e-96b7d979241d","SHHWSR2128$","S-1-5-21-3663903349-3750885259-1011159491-436901",
"CN=SHHWSR1963,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1963.global.schindler.com","True","SHHWSR1963","computer","04012e6e-92f2-4621-9fc0-9d501194f53f","SHHWSR1963$","S-1-5-21-3663903349-3750885259-1011159491-419590",
"CN=shhwsr0975,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0975.global.schindler.com","True","shhwsr0975","computer","986d1341-f3d9-4046-8448-d8ca6b90941b","SHHWSR0975$","S-1-5-21-3663903349-3750885259-1011159491-301128",
"CN=DEUWSR0101,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR0101.global.schindler.com","True","DEUWSR0101","computer","85757913-1f71-4064-b4bc-1f9f3f45100b","DEUWSR0101$","S-1-5-21-3663903349-3750885259-1011159491-131921",
"CN=SHHWSR2145,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2145.global.schindler.com","True","SHHWSR2145","computer","1e865a99-5043-4dde-9982-4eed6a5f1d07","SHHWSR2145$","S-1-5-21-3663903349-3750885259-1011159491-441001",
"CN=SHHWSR2053,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2053.global.schindler.com","True","SHHWSR2053","computer","09d0736b-03db-4ac7-82a2-76cd706f7250","SHHWSR2053$","S-1-5-21-3663903349-3750885259-1011159491-425740",
"CN=SCHDNA0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","schdna0001.global.schindler.com","True","SCHDNA0001","computer","5d2b621c-5a93-435d-a59c-a557c45c7f0e","SCHDNA0001$","S-1-5-21-3663903349-3750885259-1011159491-226154",
"CN=SHHWSR1965,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1965.global.schindler.com","True","SHHWSR1965","computer","5607819a-599c-4e46-bcb2-6cfb5d89e744","SHHWSR1965$","S-1-5-21-3663903349-3750885259-1011159491-419599",
"CN=crdwsr0122,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0122.global.schindler.com","True","crdwsr0122","computer","416bd116-5c34-439f-8cde-87d8ffe612cf","CRDWSR0122$","S-1-5-21-3663903349-3750885259-1011159491-296634",
"CN=SHHWSR1525,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1525.global.schindler.com","True","SHHWSR1525","computer","b2c83377-2b27-44e7-90c0-f2ad55634822","SHHWSR1525$","S-1-5-21-3663903349-3750885259-1011159491-375005",
"CN=SHHWSR2090,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2090.global.schindler.com","True","SHHWSR2090","computer","af2bc5cc-6728-4e83-b59b-6c027abe86fb","SHHWSR2090$","S-1-5-21-3663903349-3750885259-1011159491-430092",
"CN=SCHWSR0049,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCHWSR0049.global.schindler.com","True","SCHWSR0049","computer","3f4988d0-033e-4096-8876-9fb6b3d8cc36","SCHWSR0049$","S-1-5-21-3663903349-3750885259-1011159491-209817",
"CN=LITWSR0008,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LITWSR0008.global.schindler.com","True","LITWSR0008","computer","42fc16bb-12a6-47c8-8e63-1fb2aafa63e6","LITWSR0008$","S-1-5-21-3663903349-3750885259-1011159491-271163",
"CN=SHHWSR1462,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1462.global.schindler.com","True","SHHWSR1462","computer","88fbae52-7655-4c70-8752-801e23d306db","SHHWSR1462$","S-1-5-21-3663903349-3750885259-1011159491-365799",
"CN=CRDWSR0121,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0121.global.schindler.com","True","CRDWSR0121","computer","8e93d6b2-ab81-4ca4-825e-1aac7e9cb575","CRDWSR0121$","S-1-5-21-3663903349-3750885259-1011159491-298137",
"CN=shhwsr1129,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1129.global.schindler.com","True","shhwsr1129","computer","95c71e39-21a6-4686-90f1-5ecfe6d01fa8","SHHWSR1129$","S-1-5-21-3663903349-3750885259-1011159491-296708",
"CN=DESWSR0006,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DESWSR0006.global.schindler.com","True","DESWSR0006","computer","5a5165ab-724c-4c9e-8664-dd7f9d064d1b","DESWSR0006$","S-1-5-21-3663903349-3750885259-1011159491-250131",
"CN=SHHWSR1461,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1461.global.schindler.com","True","SHHWSR1461","computer","1fe2589d-bac4-49dc-a931-703b371b1eb0","SHHWSR1461$","S-1-5-21-3663903349-3750885259-1011159491-365796",
"CN=SHHWSR0214,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0214.global.schindler.com","True","SHHWSR0214","computer","8e6785dc-f2fa-4980-93b7-a446617d4f88","SHHWSR0214$","S-1-5-21-3663903349-3750885259-1011159491-118907",
"CN=SHHWSR1993,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1993.global.schindler.com","True","SHHWSR1993","computer","a95e2673-8864-4fa7-8d9d-4f656a40678f","SHHWSR1993$","S-1-5-21-3663903349-3750885259-1011159491-422326",
"CN=shhwsr1126,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1126.global.schindler.com","True","shhwsr1126","computer","c211fbd0-8221-4359-9bc0-063523d10265","SHHWSR1126$","S-1-5-21-3663903349-3750885259-1011159491-285390",
"CN=DESWSR0004,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DESWSR0004.global.schindler.com","True","DESWSR0004","computer","a9f7a7aa-82b6-4102-b644-f04b60a07d8f","DESWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-131934",
"CN=UKCWSR0005,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UKCWSR0005.global.schindler.com","True","UKCWSR0005","computer","f3ec3479-0c8f-4ae5-8d28-7670f6f7c428","UKCWSR0005$","S-1-5-21-3663903349-3750885259-1011159491-90566",
"CN=BUDWSR0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","BUDWSR0002.global.schindler.com","True","BUDWSR0002","computer","60280bcd-49c5-4d2f-8dc6-1b1ad9df8d21","BUDWSR0002$","S-1-5-21-3663903349-3750885259-1011159491-106189",
"CN=shhwsr1128,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1128.global.schindler.com","True","shhwsr1128","computer","0523e8de-a86a-44a1-8d8d-5647488d9940","SHHWSR1128$","S-1-5-21-3663903349-3750885259-1011159491-285391",
"CN=INDWSR0017,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0017.global.schindler.com","True","INDWSR0017","computer","45f3c463-2f77-4954-b523-0d39daf3f271","INDWSR0017$","S-1-5-21-3663903349-3750885259-1011159491-442086",
"CN=UKCWSR0006,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","UKCWSR0006.global.schindler.com","True","UKCWSR0006","computer","139be0e3-9b6b-49d7-9514-31e63d1c4ce7","UKCWSR0006$","S-1-5-21-3663903349-3750885259-1011159491-90567",
"CN=PORWSR0200,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PORWSR0200.global.schindler.com","True","PORWSR0200","computer","d20a7170-2c1c-4e5f-8749-392fa6d24923","PORWSR0200$","S-1-5-21-3663903349-3750885259-1011159491-73373",
"CN=shhwsr1127,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1127.global.schindler.com","True","shhwsr1127","computer","7235bfef-18e9-4ef8-9c8c-44dda1171a97","SHHWSR1127$","S-1-5-21-3663903349-3750885259-1011159491-286894",
"CN=CRDWSR0134,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0134.global.schindler.com","True","CRDWSR0134","computer","b4a2e2d2-f29e-46a7-b11e-0478893aafca","CRDWSR0134$","S-1-5-21-3663903349-3750885259-1011159491-284851",
"CN=shhnsa0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","shhnsa0001","computer","44e8b5f8-9f4b-46ec-9e40-6cc33c2d8667","SHHNSA0001$","S-1-5-21-3663903349-3750885259-1011159491-175122",
"CN=SHHWSR0943,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0943.global.schindler.com","True","SHHWSR0943","computer","f43f717e-c52d-4d2b-8437-d8481a84db6d","SHHWSR0943$","S-1-5-21-3663903349-3750885259-1011159491-285797",
"CN=SHHWSR1152,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1152.global.schindler.com","True","SHHWSR1152","computer","05f7899a-a6c9-45dc-98a5-ab7351f8b7b1","SHHWSR1152$","S-1-5-21-3663903349-3750885259-1011159491-298293",
"CN=CRDWSR0135,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0135.global.schindler.com","True","CRDWSR0135","computer","c8eb07df-7648-4021-b41d-cb30a6178e7a","CRDWSR0135$","S-1-5-21-3663903349-3750885259-1011159491-285995",
"CN=BRUWSR1020,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","BRUWSR1020.global.schindler.com","True","BRUWSR1020","computer","84e1495f-9964-41b2-9955-31dea7ccd247","BRUWSR1020$","S-1-5-21-3663903349-3750885259-1011159491-326177",
"CN=DEUWSR6004,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR6004.global.schindler.com","True","DEUWSR6004","computer","116f17c4-2e5c-4029-b8cb-531ebc75c760","DEUWSR6004$","S-1-5-21-3663903349-3750885259-1011159491-182600",
"CN=INDWSR0021,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0021.global.schindler.com","True","INDWSR0021","computer","c690678e-c536-4b29-8596-1d4332c07182","INDWSR0021$","S-1-5-21-3663903349-3750885259-1011159491-442087",
"CN=SEDWSR0102,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SEDWSR0102.global.schindler.com","True","SEDWSR0102","computer","566ab7fb-dddf-4236-9aae-ed21933bd165","SEDWSR0102$","S-1-5-21-3663903349-3750885259-1011159491-411903",
"CN=SHHWSR0732,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0732.global.schindler.com","True","SHHWSR0732","computer","51667154-5585-433b-821d-e2f8df06948b","SHHWSR0732$","S-1-5-21-3663903349-3750885259-1011159491-219250",
